,Tweets,Tweets_token,rating_description_str,lower,no_punc,stopwords_removed,pos_tags,wordnet_pos,lemmatized
94,Cops cripple online fraud syndicate with arrest of nine #URL# #URL#,"['Cops', 'cripple', 'online', 'fraud', 'syndicate', 'with', 'arrest', 'of', 'nine', '#URL#', '#URL#']",Cops cripple online fraud syndicate with arrest of nine #URL# #URL#,"['cops', 'cripple', 'online', 'fraud', 'syndicate', 'with', 'arrest', 'of', 'nine', '#', 'url', '#', '#', 'url', '#']","['cops', 'cripple', 'online', 'fraud', 'syndicate', 'with', 'arrest', 'of', 'nine', 'url', 'url']","['cops', 'cripple', 'online', 'fraud', 'syndicate', 'with', 'arrest', 'nine']","[('cops', 'NNS'), ('cripple', 'JJ'), ('online', 'JJ'), ('fraud', 'NN'), ('syndicate', 'NN'), ('with', 'IN'), ('arrest', 'JJ'), ('nine', 'CD')]","[('cops', 'n'), ('cripple', 'a'), ('online', 'a'), ('fraud', 'n'), ('syndicate', 'n'), ('with', 'n'), ('arrest', 'a'), ('nine', 'n')]","['cop', 'cripple', 'online', 'fraud', 'syndicate', 'with', 'arrest', 'nine']"
95,Leaked photo shows F-35 floating in South China Sea after failed landing on US aircraft carrier #URL# #URL#,"['Leaked', 'photo', 'shows', 'F-35', 'floating', 'in', 'South', 'China', 'Sea', 'after', 'failed', 'landing', 'on', 'US', 'aircraft', 'carrier', '#URL#', '#URL#']",Leaked photo shows F-35 floating in South China Sea after failed landing on US aircraft carrier #URL# #URL#,"['leaked', 'photo', 'shows', 'f-35', 'floating', 'in', 'south', 'china', 'sea', 'after', 'failed', 'landing', 'on', 'us', 'aircraft', 'carrier', '#', 'url', '#', '#', 'url', '#']","['leaked', 'photo', 'shows', 'f-35', 'floating', 'in', 'south', 'china', 'sea', 'after', 'failed', 'landing', 'on', 'us', 'aircraft', 'carrier', 'url', 'url']","['leaked', 'photo', 'shows', 'f-35', 'floating', 'in', 'south', 'china', 'sea', 'after', 'failed', 'landing', 'on', 'us', 'aircraft', 'carrier']","[('leaked', 'JJ'), ('photo', 'NN'), ('shows', 'VBZ'), ('f-35', 'JJ'), ('floating', 'NN'), ('in', 'IN'), ('south', 'JJ'), ('china', 'NNS'), ('sea', 'NN'), ('after', 'IN'), ('failed', 'VBD'), ('landing', 'VBG'), ('on', 'IN'), ('us', 'PRP'), ('aircraft', 'VBP'), ('carrier', 'NN')]","[('leaked', 'a'), ('photo', 'n'), ('shows', 'v'), ('f-35', 'a'), ('floating', 'n'), ('in', 'n'), ('south', 'a'), ('china', 'n'), ('sea', 'n'), ('after', 'n'), ('failed', 'v'), ('landing', 'v'), ('on', 'n'), ('us', 'n'), ('aircraft', 'v'), ('carrier', 'n')]","['leaked', 'photo', 'show', 'f-35', 'floating', 'in', 'south', 'china', 'sea', 'after', 'fail', 'land', 'on', 'u', 'aircraft', 'carrier']"
96,Malaysian firms facing U.S. bans over forced labour summoned by ministry #URL# #URL#,"['Malaysian', 'firms', 'facing', 'YOU.S.', 'bans', 'over', 'forced', 'labour', 'summoned', 'by', 'ministry', '#URL#', '#URL#']",Malaysian firms facing YOU.S. bans over forced labour summoned by ministry #URL# #URL#,"['malaysian', 'firms', 'facing', 'you.s', '.', 'bans', 'over', 'forced', 'labour', 'summoned', 'by', 'ministry', '#', 'url', '#', '#', 'url', '#']","['malaysian', 'firms', 'facing', 'you.s', 'bans', 'over', 'forced', 'labour', 'summoned', 'by', 'ministry', 'url', 'url']","['malaysian', 'firms', 'facing', 'you.s', 'bans', 'over', 'forced', 'labour', 'summoned', 'by', 'ministry']","[('malaysian', 'JJ'), ('firms', 'NNS'), ('facing', 'VBG'), ('you.s', 'JJ'), ('bans', 'NNS'), ('over', 'IN'), ('forced', 'JJ'), ('labour', 'NNS'), ('summoned', 'VBN'), ('by', 'IN'), ('ministry', 'NN')]","[('malaysian', 'a'), ('firms', 'n'), ('facing', 'v'), ('you.s', 'a'), ('bans', 'n'), ('over', 'n'), ('forced', 'a'), ('labour', 'n'), ('summoned', 'v'), ('by', 'n'), ('ministry', 'n')]","['malaysian', 'firm', 'face', 'you.s', 'ban', 'over', 'forced', 'labour', 'summon', 'by', 'ministry']"
97,The Challenge Of The Anglo-Saxon World Order – OpEd #URL# #URL#,"['The', 'Challenge', 'Of', 'The', 'Anglo-Saxon', 'World', 'Order', '–', 'OpEd', '#URL#', '#URL#']",The Challenge Of The Anglo-Saxon World Order – OpEd #URL# #URL#,"['the', 'challenge', 'of', 'the', 'anglo-saxon', 'world', 'order', '–', 'oped', '#', 'url', '#', '#', 'url', '#']","['the', 'challenge', 'of', 'the', 'anglo-saxon', 'world', 'order', '–', 'oped', 'url', 'url']","['challenge', 'anglo-saxon', 'world', 'order', '–', 'oped']","[('challenge', 'NN'), ('anglo-saxon', 'JJ'), ('world', 'NN'), ('order', 'NN'), ('–', 'NN'), ('oped', 'VBD')]","[('challenge', 'n'), ('anglo-saxon', 'a'), ('world', 'n'), ('order', 'n'), ('–', 'n'), ('oped', 'v')]","['challenge', 'anglo-saxon', 'world', 'order', '–', 'oped']"
98,India's Forex Reserves Fall To $634.28 Billion #URL# #URL#,"[""India's"", 'Forex', 'Reserves', 'Fall', 'To', '$634.28', 'Billion', '#URL#', '#URL#']",India's Forex Reserves Fall To $634.28 Billion #URL# #URL#,"['india', ""'s"", 'forex', 'reserves', 'fall', 'to', '$', '634.28', 'billion', '#', 'url', '#', '#', 'url', '#']","['india', ""'s"", 'forex', 'reserves', 'fall', 'to', '634.28', 'billion', 'url', 'url']","['india', ""'s"", 'forex', 'reserves', 'fall', 'to', '634.28', 'billion']","[('india', 'NN'), (""'s"", 'POS'), ('forex', 'JJ'), ('reserves', 'NNS'), ('fall', 'VBP'), ('to', 'TO'), ('634.28', 'CD'), ('billion', 'CD')]","[('india', 'n'), (""'s"", 'n'), ('forex', 'a'), ('reserves', 'n'), ('fall', 'v'), ('to', 'n'), ('634.28', 'n'), ('billion', 'n')]","['india', ""'s"", 'forex', 'reserve', 'fall', 'to', '634.28', 'billion']"
99,"Private sector employees in FT must be given additional paid public holiday, says Labour Dept #URL# #URL#","['Private', 'sector', 'employees', 'in', 'FT', 'must', 'be', 'given', 'additional', 'paid', 'public', 'holiday,', 'says', 'Labour', 'Dept', '#URL#', '#URL#']","Private sector employees in FT must be given additional paid public holiday, says Labour Dept #URL# #URL#","['private', 'sector', 'employees', 'in', 'ft', 'must', 'be', 'given', 'additional', 'paid', 'public', 'holiday', ',', 'says', 'labour', 'dept', '#', 'url', '#', '#', 'url', '#']","['private', 'sector', 'employees', 'in', 'ft', 'must', 'be', 'given', 'additional', 'paid', 'public', 'holiday', 'says', 'labour', 'dept', 'url', 'url']","['private', 'sector', 'employees', 'in', 'ft', 'must', 'be', 'given', 'additional', 'paid', 'public', 'holiday', 'says', 'labour', 'dept']","[('private', 'JJ'), ('sector', 'NN'), ('employees', 'NNS'), ('in', 'IN'), ('ft', 'NN'), ('must', 'MD'), ('be', 'VB'), ('given', 'VBN'), ('additional', 'JJ'), ('paid', 'VBN'), ('public', 'JJ'), ('holiday', 'NN'), ('says', 'VBZ'), ('labour', 'CD'), ('dept', 'NN')]","[('private', 'a'), ('sector', 'n'), ('employees', 'n'), ('in', 'n'), ('ft', 'n'), ('must', 'n'), ('be', 'v'), ('given', 'v'), ('additional', 'a'), ('paid', 'v'), ('public', 'a'), ('holiday', 'n'), ('says', 'v'), ('labour', 'n'), ('dept', 'n')]","['private', 'sector', 'employee', 'in', 'ft', 'must', 'be', 'give', 'additional', 'pay', 'public', 'holiday', 'say', 'labour', 'dept']"
100,Pandemic’s unequal toll on people of color underlines U.S. health inequities #URL# #URL#,"['Pandemic’s', 'unequal', 'toll', 'on', 'people', 'of', 'color', 'underlines', 'YOU.S.', 'health', 'inequities', '#URL#', '#URL#']",Pandemic’s unequal toll on people of color underlines YOU.S. health inequities #URL# #URL#,"['pandemic', '’', 's', 'unequal', 'toll', 'on', 'people', 'of', 'color', 'underlines', 'you.s', '.', 'health', 'inequities', '#', 'url', '#', '#', 'url', '#']","['pandemic', '’', 's', 'unequal', 'toll', 'on', 'people', 'of', 'color', 'underlines', 'you.s', 'health', 'inequities', 'url', 'url']","['pandemic', '’', 's', 'unequal', 'toll', 'on', 'people', 'color', 'underlines', 'you.s', 'health', 'inequities']","[('pandemic', 'JJ'), ('’', 'NNP'), ('s', 'NN'), ('unequal', 'JJ'), ('toll', 'NN'), ('on', 'IN'), ('people', 'NNS'), ('color', 'VBP'), ('underlines', 'JJ'), ('you.s', 'NNP'), ('health', 'NN'), ('inequities', 'NNS')]","[('pandemic', 'a'), ('’', 'n'), ('s', 'n'), ('unequal', 'a'), ('toll', 'n'), ('on', 'n'), ('people', 'n'), ('color', 'v'), ('underlines', 'a'), ('you.s', 'n'), ('health', 'n'), ('inequities', 'n')]","['pandemic', '’', 's', 'unequal', 'toll', 'on', 'people', 'color', 'underlines', 'you.s', 'health', 'inequity']"
101,Cambodia to host summit of ASEAN foreign ministers from Feb 16 #URL# #URL#,"['Cambodia', 'to', 'host', 'summit', 'of', 'ASEAN', 'foreign', 'ministers', 'from', 'Feb', '16', '#URL#', '#URL#']",Cambodia to host summit of ASEAN foreign ministers from Feb 16 #URL# #URL#,"['cambodia', 'to', 'host', 'summit', 'of', 'asean', 'foreign', 'ministers', 'from', 'feb', '16', '#', 'url', '#', '#', 'url', '#']","['cambodia', 'to', 'host', 'summit', 'of', 'asean', 'foreign', 'ministers', 'from', 'feb', '16', 'url', 'url']","['cambodia', 'to', 'host', 'summit', 'asean', 'foreign', 'ministers', 'from', 'feb', '16']","[('cambodia', 'NN'), ('to', 'TO'), ('host', 'VB'), ('summit', 'NN'), ('asean', 'JJ'), ('foreign', 'JJ'), ('ministers', 'NNS'), ('from', 'IN'), ('feb', 'NN'), ('16', 'CD')]","[('cambodia', 'n'), ('to', 'n'), ('host', 'v'), ('summit', 'n'), ('asean', 'a'), ('foreign', 'a'), ('ministers', 'n'), ('from', 'n'), ('feb', 'n'), ('16', 'n')]","['cambodia', 'to', 'host', 'summit', 'asean', 'foreign', 'minister', 'from', 'feb', '16']"
102,Baja Blast Trends As Mountain Dew Reveals Alcoholic Version #URL# #URL#,"['Baja', 'Blast', 'Trends', 'As', 'Mountain', 'Dew', 'Reveals', 'Alcoholic', 'Version', '#URL#', '#URL#']",Baja Blast Trends As Mountain Dew Reveals Alcoholic Version #URL# #URL#,"['baja', 'blast', 'trends', 'as', 'mountain', 'dew', 'reveals', 'alcoholic', 'version', '#', 'url', '#', '#', 'url', '#']","['baja', 'blast', 'trends', 'as', 'mountain', 'dew', 'reveals', 'alcoholic', 'version', 'url', 'url']","['baja', 'blast', 'trends', 'as', 'mountain', 'dew', 'reveals', 'alcoholic', 'version']","[('baja', 'NN'), ('blast', 'NN'), ('trends', 'NNS'), ('as', 'IN'), ('mountain', 'NN'), ('dew', 'NN'), ('reveals', 'NNS'), ('alcoholic', 'JJ'), ('version', 'NN')]","[('baja', 'n'), ('blast', 'n'), ('trends', 'n'), ('as', 'n'), ('mountain', 'n'), ('dew', 'n'), ('reveals', 'n'), ('alcoholic', 'a'), ('version', 'n')]","['baja', 'blast', 'trend', 'a', 'mountain', 'dew', 'reveals', 'alcoholic', 'version']"
103,SE Asian women athletes contend with biased media coverage #URL# #URL#,"['SE', 'Asian', 'women', 'athletes', 'contend', 'with', 'biased', 'media', 'coverage', '#URL#', '#URL#']",SE Asian women athletes contend with biased media coverage #URL# #URL#,"['se', 'asian', 'women', 'athletes', 'contend', 'with', 'biased', 'media', 'coverage', '#', 'url', '#', '#', 'url', '#']","['se', 'asian', 'women', 'athletes', 'contend', 'with', 'biased', 'media', 'coverage', 'url', 'url']","['se', 'asian', 'women', 'athletes', 'contend', 'with', 'biased', 'media', 'coverage']","[('se', 'JJ'), ('asian', 'JJ'), ('women', 'NNS'), ('athletes', 'NNS'), ('contend', 'VBP'), ('with', 'IN'), ('biased', 'JJ'), ('media', 'NNS'), ('coverage', 'NN')]","[('se', 'a'), ('asian', 'a'), ('women', 'n'), ('athletes', 'n'), ('contend', 'v'), ('with', 'n'), ('biased', 'a'), ('media', 'n'), ('coverage', 'n')]","['se', 'asian', 'woman', 'athlete', 'contend', 'with', 'biased', 'medium', 'coverage']"
104,Ukraine asks Switzerland to identify culprits who used Protonmail for cyber attacks #URL# #URL#,"['Ukraine', 'asks', 'Switzerland', 'to', 'identify', 'culprits', 'who', 'used', 'Protonmail', 'for', 'cyber', 'attacks', '#URL#', '#URL#']",Ukraine asks Switzerland to identify culprits who used Protonmail for cyber attacks #URL# #URL#,"['ukraine', 'asks', 'switzerland', 'to', 'identify', 'culprits', 'who', 'used', 'protonmail', 'for', 'cyber', 'attacks', '#', 'url', '#', '#', 'url', '#']","['ukraine', 'asks', 'switzerland', 'to', 'identify', 'culprits', 'who', 'used', 'protonmail', 'for', 'cyber', 'attacks', 'url', 'url']","['ukraine', 'asks', 'switzerland', 'to', 'identify', 'culprits', 'who', 'used', 'protonmail', 'cyber', 'attacks']","[('ukraine', 'JJ'), ('asks', 'NNS'), ('switzerland', 'VBP'), ('to', 'TO'), ('identify', 'VB'), ('culprits', 'NNS'), ('who', 'WP'), ('used', 'VBD'), ('protonmail', 'NN'), ('cyber', 'NN'), ('attacks', 'NNS')]","[('ukraine', 'a'), ('asks', 'n'), ('switzerland', 'v'), ('to', 'n'), ('identify', 'v'), ('culprits', 'n'), ('who', 'n'), ('used', 'v'), ('protonmail', 'n'), ('cyber', 'n'), ('attacks', 'n')]","['ukraine', 'asks', 'switzerland', 'to', 'identify', 'culprit', 'who', 'use', 'protonmail', 'cyber', 'attack']"
105,Researcher combines climate change and land use data to predict watershed impact #URL# #URL#,"['Researcher', 'combines', 'climate', 'change', 'and', 'land', 'use', 'data', 'to', 'predict', 'watershed', 'impact', '#URL#', '#URL#']",Researcher combines climate change and land use data to predict watershed impact #URL# #URL#,"['researcher', 'combines', 'climate', 'change', 'and', 'land', 'use', 'data', 'to', 'predict', 'watershed', 'impact', '#', 'url', '#', '#', 'url', '#']","['researcher', 'combines', 'climate', 'change', 'and', 'land', 'use', 'data', 'to', 'predict', 'watershed', 'impact', 'url', 'url']","['researcher', 'combines', 'climate', 'change', 'and', 'land', 'use', 'data', 'to', 'predict', 'watershed', 'impact']","[('researcher', 'NN'), ('combines', 'NNS'), ('climate', 'VBP'), ('change', 'NN'), ('and', 'CC'), ('land', 'NN'), ('use', 'NN'), ('data', 'NNS'), ('to', 'TO'), ('predict', 'VB'), ('watershed', 'JJ'), ('impact', 'NN')]","[('researcher', 'n'), ('combines', 'n'), ('climate', 'v'), ('change', 'n'), ('and', 'n'), ('land', 'n'), ('use', 'n'), ('data', 'n'), ('to', 'n'), ('predict', 'v'), ('watershed', 'a'), ('impact', 'n')]","['researcher', 'combine', 'climate', 'change', 'and', 'land', 'use', 'data', 'to', 'predict', 'watershed', 'impact']"
106,Link between workplace sexual harassment and women's negative self-views may be weakening #URL# #URL#,"['Link', 'between', 'workplace', 'sexual', 'harassment', 'and', ""women's"", 'negative', 'self-views', 'may', 'be', 'weakening', '#URL#', '#URL#']",Link between workplace sexual harassment and women's negative self-views may be weakening #URL# #URL#,"['link', 'between', 'workplace', 'sexual', 'harassment', 'and', 'women', ""'s"", 'negative', 'self-views', 'may', 'be', 'weakening', '#', 'url', '#', '#', 'url', '#']","['link', 'between', 'workplace', 'sexual', 'harassment', 'and', 'women', ""'s"", 'negative', 'self-views', 'may', 'be', 'weakening', 'url', 'url']","['link', 'between', 'workplace', 'sexual', 'harassment', 'and', 'women', ""'s"", 'negative', 'self-views', 'may', 'be', 'weakening']","[('link', 'NN'), ('between', 'IN'), ('workplace', 'NN'), ('sexual', 'JJ'), ('harassment', 'NN'), ('and', 'CC'), ('women', 'NNS'), (""'s"", 'POS'), ('negative', 'JJ'), ('self-views', 'NNS'), ('may', 'MD'), ('be', 'VB'), ('weakening', 'VBG')]","[('link', 'n'), ('between', 'n'), ('workplace', 'n'), ('sexual', 'a'), ('harassment', 'n'), ('and', 'n'), ('women', 'n'), (""'s"", 'n'), ('negative', 'a'), ('self-views', 'n'), ('may', 'n'), ('be', 'v'), ('weakening', 'v')]","['link', 'between', 'workplace', 'sexual', 'harassment', 'and', 'woman', ""'s"", 'negative', 'self-views', 'may', 'be', 'weaken']"
107,Slain NYPD officer Jason Rivera mourned in St. Patrick's funeral #URL# #URL#,"['Slain', 'NYPD', 'officer', 'Jason', 'Rivera', 'mourned', 'in', 'St.', ""Patrick's"", 'funeral', '#URL#', '#URL#']",Slain NYPD officer Jason Rivera mourned in St. Patrick's funeral #URL# #URL#,"['slain', 'nypd', 'officer', 'jason', 'rivera', 'mourned', 'in', 'st.', 'patrick', ""'s"", 'funeral', '#', 'url', '#', '#', 'url', '#']","['slain', 'nypd', 'officer', 'jason', 'rivera', 'mourned', 'in', 'st.', 'patrick', ""'s"", 'funeral', 'url', 'url']","['slain', 'nypd', 'officer', 'jason', 'rivera', 'mourned', 'in', 'st.', 'patrick', ""'s"", 'funeral']","[('slain', 'NN'), ('nypd', 'JJ'), ('officer', 'NN'), ('jason', 'NN'), ('rivera', 'NN'), ('mourned', 'VBN'), ('in', 'IN'), ('st.', 'JJ'), ('patrick', 'NN'), (""'s"", 'POS'), ('funeral', 'JJ')]","[('slain', 'n'), ('nypd', 'a'), ('officer', 'n'), ('jason', 'n'), ('rivera', 'n'), ('mourned', 'v'), ('in', 'n'), ('st.', 'a'), ('patrick', 'n'), (""'s"", 'n'), ('funeral', 'a')]","['slain', 'nypd', 'officer', 'jason', 'rivera', 'mourn', 'in', 'st.', 'patrick', ""'s"", 'funeral']"
108,Allowing aliens to vote in New York City violates state law and devalues citizenship #URL# #URL#,"['Allowing', 'aliens', 'to', 'vote', 'in', 'New', 'York', 'City', 'violates', 'state', 'law', 'and', 'devalues', 'citizenship', '#URL#', '#URL#']",Allowing aliens to vote in New York City violates state law and devalues citizenship #URL# #URL#,"['allowing', 'aliens', 'to', 'vote', 'in', 'new', 'york', 'city', 'violates', 'state', 'law', 'and', 'devalues', 'citizenship', '#', 'url', '#', '#', 'url', '#']","['allowing', 'aliens', 'to', 'vote', 'in', 'new', 'york', 'city', 'violates', 'state', 'law', 'and', 'devalues', 'citizenship', 'url', 'url']","['allowing', 'aliens', 'to', 'vote', 'in', 'new', 'york', 'city', 'violates', 'state', 'law', 'and', 'devalues', 'citizenship']","[('allowing', 'VBG'), ('aliens', 'NNS'), ('to', 'TO'), ('vote', 'VB'), ('in', 'IN'), ('new', 'JJ'), ('york', 'NN'), ('city', 'NN'), ('violates', 'VBZ'), ('state', 'NN'), ('law', 'NN'), ('and', 'CC'), ('devalues', 'NNS'), ('citizenship', 'VBP')]","[('allowing', 'v'), ('aliens', 'n'), ('to', 'n'), ('vote', 'v'), ('in', 'n'), ('new', 'a'), ('york', 'n'), ('city', 'n'), ('violates', 'v'), ('state', 'n'), ('law', 'n'), ('and', 'n'), ('devalues', 'n'), ('citizenship', 'v')]","['allow', 'alien', 'to', 'vote', 'in', 'new', 'york', 'city', 'violate', 'state', 'law', 'and', 'devalues', 'citizenship']"
109,Review: Driving a 1955 Porsche 356 A 1600 Speedster Is a Continuous Shot of Adrenaline #URL# #URL#,"['Review:', 'Driving', 'a', '1955', 'Porsche', '356', 'A', '1600', 'Speedster', 'Is', 'a', 'Continuous', 'Shot', 'of', 'Adrenaline', '#URL#', '#URL#']",Review: Driving a 1955 Porsche 356 A 1600 Speedster Is a Continuous Shot of Adrenaline #URL# #URL#,"['review', ':', 'driving', 'a', '1955', 'porsche', '356', 'a', '1600', 'speedster', 'is', 'a', 'continuous', 'shot', 'of', 'adrenaline', '#', 'url', '#', '#', 'url', '#']","['review', 'driving', 'a', '1955', 'porsche', '356', 'a', '1600', 'speedster', 'is', 'a', 'continuous', 'shot', 'of', 'adrenaline', 'url', 'url']","['review', 'driving', '1955', 'porsche', '356', '1600', 'speedster', 'continuous', 'shot', 'adrenaline']","[('review', 'NN'), ('driving', 'VBG'), ('1955', 'CD'), ('porsche', 'NN'), ('356', 'CD'), ('1600', 'CD'), ('speedster', 'NN'), ('continuous', 'JJ'), ('shot', 'NN'), ('adrenaline', 'NN')]","[('review', 'n'), ('driving', 'v'), ('1955', 'n'), ('porsche', 'n'), ('356', 'n'), ('1600', 'n'), ('speedster', 'n'), ('continuous', 'a'), ('shot', 'n'), ('adrenaline', 'n')]","['review', 'drive', '1955', 'porsche', '356', '1600', 'speedster', 'continuous', 'shot', 'adrenaline']"
110,New Yorkers want gun violence to end. A controversial police unit returns to help #URL#,"['New', 'Yorkers', 'want', 'gun', 'violence', 'to', 'end.', 'A', 'controversial', 'police', 'unit', 'returns', 'to', 'help', '#URL#']",New Yorkers want gun violence to end. A controversial police unit returns to help #URL#,"['new', 'yorkers', 'want', 'gun', 'violence', 'to', 'end', '.', 'a', 'controversial', 'police', 'unit', 'returns', 'to', 'help', '#', 'url', '#']","['new', 'yorkers', 'want', 'gun', 'violence', 'to', 'end', 'a', 'controversial', 'police', 'unit', 'returns', 'to', 'help', 'url']","['new', 'yorkers', 'want', 'gun', 'violence', 'to', 'end', 'controversial', 'police', 'unit', 'returns', 'to', 'help']","[('new', 'JJ'), ('yorkers', 'NNS'), ('want', 'VBP'), ('gun', 'JJ'), ('violence', 'NN'), ('to', 'TO'), ('end', 'VB'), ('controversial', 'JJ'), ('police', 'NNS'), ('unit', 'NN'), ('returns', 'VBZ'), ('to', 'TO'), ('help', 'VB')]","[('new', 'a'), ('yorkers', 'n'), ('want', 'v'), ('gun', 'a'), ('violence', 'n'), ('to', 'n'), ('end', 'v'), ('controversial', 'a'), ('police', 'n'), ('unit', 'n'), ('returns', 'v'), ('to', 'n'), ('help', 'v')]","['new', 'yorkers', 'want', 'gun', 'violence', 'to', 'end', 'controversial', 'police', 'unit', 'return', 'to', 'help']"
111,"Border Patrol agents arrest three sex offenders, eight gang members attempting to enter US #URL# #URL#","['Border', 'Patrol', 'agents', 'arrest', 'three', 'sex', 'offenders,', 'eight', 'gang', 'members', 'attempting', 'to', 'enter', 'US', '#URL#', '#URL#']","Border Patrol agents arrest three sex offenders, eight gang members attempting to enter US #URL# #URL#","['border', 'patrol', 'agents', 'arrest', 'three', 'sex', 'offenders', ',', 'eight', 'gang', 'members', 'attempting', 'to', 'enter', 'us', '#', 'url', '#', '#', 'url', '#']","['border', 'patrol', 'agents', 'arrest', 'three', 'sex', 'offenders', 'eight', 'gang', 'members', 'attempting', 'to', 'enter', 'us', 'url', 'url']","['border', 'patrol', 'agents', 'arrest', 'three', 'sex', 'offenders', 'eight', 'gang', 'members', 'attempting', 'to', 'enter', 'us']","[('border', 'NN'), ('patrol', 'NN'), ('agents', 'NNS'), ('arrest', 'VBP'), ('three', 'CD'), ('sex', 'NN'), ('offenders', 'NNS'), ('eight', 'CD'), ('gang', 'NN'), ('members', 'NNS'), ('attempting', 'VBG'), ('to', 'TO'), ('enter', 'VB'), ('us', 'PRP')]","[('border', 'n'), ('patrol', 'n'), ('agents', 'n'), ('arrest', 'v'), ('three', 'n'), ('sex', 'n'), ('offenders', 'n'), ('eight', 'n'), ('gang', 'n'), ('members', 'n'), ('attempting', 'v'), ('to', 'n'), ('enter', 'v'), ('us', 'n')]","['border', 'patrol', 'agent', 'arrest', 'three', 'sex', 'offender', 'eight', 'gang', 'member', 'attempt', 'to', 'enter', 'u']"
112,Heavy traffic on major highways as CNY travels begin #URL# #URL#,"['Heavy', 'traffic', 'on', 'major', 'highways', 'as', 'CNY', 'travels', 'begin', '#URL#', '#URL#']",Heavy traffic on major highways as CNY travels begin #URL# #URL#,"['heavy', 'traffic', 'on', 'major', 'highways', 'as', 'cny', 'travels', 'begin', '#', 'url', '#', '#', 'url', '#']","['heavy', 'traffic', 'on', 'major', 'highways', 'as', 'cny', 'travels', 'begin', 'url', 'url']","['heavy', 'traffic', 'on', 'major', 'highways', 'as', 'cny', 'travels', 'begin']","[('heavy', 'JJ'), ('traffic', 'NN'), ('on', 'IN'), ('major', 'JJ'), ('highways', 'NNS'), ('as', 'IN'), ('cny', 'NN'), ('travels', 'NNS'), ('begin', 'VBP')]","[('heavy', 'a'), ('traffic', 'n'), ('on', 'n'), ('major', 'a'), ('highways', 'n'), ('as', 'n'), ('cny', 'n'), ('travels', 'n'), ('begin', 'v')]","['heavy', 'traffic', 'on', 'major', 'highway', 'a', 'cny', 'travel', 'begin']"
113,Demon Slayer Season 2 Shares New Tengen Flashback for the Anime #URL# #URL#,"['Demon', 'Slayer', 'Season', '2', 'Shares', 'New', 'Tengen', 'Flashback', 'for', 'the', 'Anime', '#URL#', '#URL#']",Demon Slayer Season 2 Shares New Tengen Flashback for the Anime #URL# #URL#,"['demon', 'slayer', 'season', '2', 'shares', 'new', 'tengen', 'flashback', 'for', 'the', 'anime', '#', 'url', '#', '#', 'url', '#']","['demon', 'slayer', 'season', '2', 'shares', 'new', 'tengen', 'flashback', 'for', 'the', 'anime', 'url', 'url']","['demon', 'slayer', 'season', '2', 'shares', 'new', 'tengen', 'flashback', 'anime']","[('demon', 'NN'), ('slayer', 'NN'), ('season', 'NN'), ('2', 'CD'), ('shares', 'NNS'), ('new', 'JJ'), ('tengen', 'NN'), ('flashback', 'NN'), ('anime', 'NN')]","[('demon', 'n'), ('slayer', 'n'), ('season', 'n'), ('2', 'n'), ('shares', 'n'), ('new', 'a'), ('tengen', 'n'), ('flashback', 'n'), ('anime', 'n')]","['demon', 'slayer', 'season', '2', 'share', 'new', 'tengen', 'flashback', 'anime']"
114,CDC: New HIV infections stay high among Hispanic gay and bisexual men of color #URL# #URL#,"['CDC:', 'New', 'HIV', 'infections', 'stay', 'high', 'among', 'Hispanic', 'gay', 'and', 'bisexual', 'men', 'of', 'color', '#URL#', '#URL#']",CDC: New HIV infections stay high among Hispanic gay and bisexual men of color #URL# #URL#,"['cdc', ':', 'new', 'hiv', 'infections', 'stay', 'high', 'among', 'hispanic', 'gay', 'and', 'bisexual', 'men', 'of', 'color', '#', 'url', '#', '#', 'url', '#']","['cdc', 'new', 'hiv', 'infections', 'stay', 'high', 'among', 'hispanic', 'gay', 'and', 'bisexual', 'men', 'of', 'color', 'url', 'url']","['cdc', 'new', 'hiv', 'infections', 'stay', 'high', 'among', 'hispanic', 'gay', 'and', 'bisexual', 'men', 'color']","[('cdc', 'JJ'), ('new', 'JJ'), ('hiv', 'NN'), ('infections', 'NNS'), ('stay', 'VBP'), ('high', 'JJ'), ('among', 'IN'), ('hispanic', 'JJ'), ('gay', 'NNS'), ('and', 'CC'), ('bisexual', 'JJ'), ('men', 'NNS'), ('color', 'NN')]","[('cdc', 'a'), ('new', 'a'), ('hiv', 'n'), ('infections', 'n'), ('stay', 'v'), ('high', 'a'), ('among', 'n'), ('hispanic', 'a'), ('gay', 'n'), ('and', 'n'), ('bisexual', 'a'), ('men', 'n'), ('color', 'n')]","['cdc', 'new', 'hiv', 'infection', 'stay', 'high', 'among', 'hispanic', 'gay', 'and', 'bisexual', 'men', 'color']"
115,Plus One improvement exams begin today #URL#,"['Plus', 'One', 'improvement', 'exams', 'begin', 'today', '#URL#']",Plus One improvement exams begin today #URL#,"['plus', 'one', 'improvement', 'exams', 'begin', 'today', '#', 'url', '#']","['plus', 'one', 'improvement', 'exams', 'begin', 'today', 'url']","['plus', 'one', 'improvement', 'exams', 'begin', 'today']","[('plus', 'CC'), ('one', 'CD'), ('improvement', 'NN'), ('exams', 'VBZ'), ('begin', 'VBP'), ('today', 'NN')]","[('plus', 'n'), ('one', 'n'), ('improvement', 'n'), ('exams', 'v'), ('begin', 'v'), ('today', 'n')]","['plus', 'one', 'improvement', 'exams', 'begin', 'today']"
